"LOCALITY.ID","group.id","month","timegroups"
"L9087264","G15894428",11,"2025"
"L55603374","S286758947",11,"2025"
"L946706","S282876890",11,"2025"
"L9087264","S283887474",11,"2025"
"L9087264","S284292003",11,"2025"
"L946706","S286911851",11,"2025"
"L946706","S284573450",11,"2025"
"L9087264","G16039969",11,"2025"
"L38702088","G16021347",11,"2025"
"L946706","S291258556",11,"2025"
"L946706","S285131518",11,"2025"
"L55564823","S286595192",11,"2025"
"L9087264","S283886405",11,"2025"
"L9087264","S284292282",11,"2025"
"L946706","S284362789",11,"2025"
"L9087264","S286745382",11,"2025"
"L946706","S282658290",11,"2025"
"L9087264","S283834985",11,"2025"
"L946706","S288362138",11,"2025"
"L9087264","S283301085",11,"2025"
"L55720450","S287337441",11,"2025"
"L12694023","G15917003",11,"2025"
"L946706","G16442387",11,"2025"
"L55136422","S284579381",11,"2025"
"L946706","S284517728",11,"2025"
"L9087264","G16070825",11,"2025"
"L55447278","S286087894",11,"2025"
"L9087264","S286792983",11,"2025"
"L946706","S285719437",11,"2025"
"L946706","S285906857",11,"2025"
"L946706","S282684098",11,"2025"
"L55119140","S284492524",11,"2025"
"L9087264","S283240393",11,"2025"
"L9087264","S286044143",11,"2025"
"L946706","S285562189",11,"2025"
"L9087264","G16070826",11,"2025"
"L946706","S284100838",11,"2025"
"L946706","G16039965",11,"2025"
"L54648223","G16561945",11,"2025"
"L946706","S286631057",11,"2025"
"L54888929","S283387596",11,"2025"
"L946706","S284686772",11,"2025"
"L9087264","S283272212",11,"2025"
"L54985382","S283831046",11,"2025"
"L55297534","S285274014",11,"2025"
"L55596013","S286728063",11,"2025"
"L9087264","S285311830",11,"2025"
"L946706","S286043724",11,"2025"
"L9087264","S285388792",11,"2025"
"L54871865","S283301966",11,"2025"
"L946706","S288742253",11,"2025"
"L946706","G16442389",11,"2025"
"L7044221","S288791363",11,"2025"
"L946706","S286577102",11,"2025"
"L946706","S288740024",11,"2025"
"L9087264","G15969450",11,"2025"
"L946706","S282475404",11,"2025"
"L54811247","G15894580",11,"2025"
"L62106979","S318188385",11,"2025"
"L54846148","S283163605",11,"2025"
"L55408349","S285896219",11,"2025"
"L54957235","S283703909",11,"2025"
"L54857633","S283221704",11,"2025"
"L54889486","S283389863",11,"2025"
"L31503850","S283389491",11,"2025"
"L31503850","S286459091",11,"2025"
"L2104315","G16066244",11,"2025"
"L55015489","G15956099",11,"2025"
"L55009852","S283951675",11,"2025"
"L55009296","G15956100",11,"2025"
"L55009296","G15956101",11,"2025"
"L55009675","S283950729",11,"2025"
"L5082758","S283626097",11,"2025"
"L5082758","S285404845",11,"2025"
"L5082758","S285602165",11,"2025"
"L5082758","S284499104",11,"2025"
"L54907285","S283477849",11,"2025"
"L54905925","S283470967",11,"2025"
"L5082758","S287704570",11,"2025"
"L54896933","G15911583",11,"2025"
"L55602740","S286756502",11,"2025"
"L54907808","G15911594",11,"2025"
"L942602","G16006228",11,"2025"
"L54781893","S282825529",11,"2025"
"L55466260","G16027068",11,"2025"
"L942602","G16006227",11,"2025"
"L54888168","G15917465",11,"2025"
"L55302111","G16070831",11,"2025"
"L54954843","G17389384",11,"2025"
"L55466280","G16027067",11,"2025"
"L4068951","S284089352",11,"2025"
"L20427139","S282657952",11,"2025"
"L55065855","S284223818",11,"2025"
"L2529173","G15947149",11,"2025"
"L2529190","S284342484",11,"2025"
"L28233228","G15909614",11,"2025"
"L2529173","G15904637",11,"2025"
"L2529666","G15904703",11,"2025"
"L922057","S282689723",11,"2025"
"L2529666","G15947151",11,"2025"
"L6049052","G15909941",11,"2025"
"L55250535","S285129530",11,"2025"
"L2529173","G15906792",11,"2025"
"L5607850","G15903133",11,"2025"
"L54817420","G15894527",11,"2025"
"L6869590","S282981579",11,"2025"
"L2529173","S286734165",11,"2025"
"L54817418","G15903251",11,"2025"
"L6697401","S285136307",11,"2025"
"L6869590","S283278406",11,"2025"
"L6697401","S284896328",11,"2025"
"L55204642","S284893928",11,"2025"
"L6697401","S285025759",11,"2025"
"L55202537","S284883756",11,"2025"
"L55253692","S285244628",11,"2025"
"L6869590","S285530867",11,"2025"
"L54831069","S293208984",11,"2025"
"L5718878","S283082191",11,"2025"
"L5718878","G15904704",11,"2025"
"L54623085","S282290931",11,"2025"
"L7527181","S283611718",11,"2025"
"L4726334","S284496533",11,"2025"
"L54830481","S283076097",11,"2025"
"L2529173","S286457430",11,"2025"
"L4723663","S284556070",11,"2025"
"L54837841","G15898992",11,"2025"
"L54837841","G15903263",11,"2025"
"L5718878","S286352728",11,"2025"
"L6869590","S286575625",11,"2025"
"L5607850","S282440501",11,"2025"
"L10638094","G15906784",11,"2025"
"L57602084","G16524184",11,"2025"
"L5607850","S285311657",11,"2025"
"L2529190","G15934253",11,"2025"
"L6000962","S284088897",11,"2025"
"L4740085","S283506117",11,"2025"
"L2529173","S289636255",11,"2025"
"L5718878","S286457471",11,"2025"
"L54831069","S283078440",11,"2025"
"L55414616","G16070827",11,"2025"
"L54831069","S283114362",11,"2025"
"L5607850","S286219408",11,"2025"
"L5607850","G15939095",11,"2025"
"L4740085","G15904046",11,"2025"
"L7527106","S285274838",11,"2025"
"L4723663","G15906785",11,"2025"
"L55253692","S285387940",11,"2025"
"L5718878","G15894535",11,"2025"
"L54732702","S282660235",11,"2025"
"L4723663","S283116243",11,"2025"
"L55253692","S285248995",11,"2025"
"L13071825","S283424047",11,"2025"
"L2529666","S286602674",11,"2025"
"L55298788","S285382340",11,"2025"
"L54806526","G15894538",11,"2025"
"L55253692","S285142075",11,"2025"
"L54831069","S290671889",11,"2025"
"L26704574","S282691101",11,"2025"
"L26704574","S286451064",11,"2025"
"L26704574","S283315312",11,"2025"
"L9586839","S284718203",11,"2025"
"L26704574","S282886879",11,"2025"
"L19698878","S285114833",11,"2025"
"L26704574","S282293108",11,"2025"
"L26704574","S286316470",11,"2025"
"L26704574","S283430420",11,"2025"
"L26704574","S284896435",11,"2025"
"L26704574","S285915149",11,"2025"
"L26704574","S285145123",11,"2025"
"L26704574","S285275427",11,"2025"
"L26704574","S284707709",11,"2025"
"L26704574","S286761559",11,"2025"
"L26704574","S285733814",11,"2025"
"L26704574","S286654629",11,"2025"
"L26704574","S284232953",11,"2025"
"L26704574","S283661774",11,"2025"
"L26704574","S285410806",11,"2025"
"L26704574","S284501054",11,"2025"
"L26704574","S285030604",11,"2025"
"L26704574","S286058434",11,"2025"
"L26704574","S286316596",11,"2025"
"L26704574","S284099895",11,"2025"
"L26704574","S285547919",11,"2025"
"L13422178","S284012395",11,"2025"
"L20113195","S282837618",11,"2025"
"L26704574","S282969488",11,"2025"
"L4944927","S285536848",11,"2025"
"L26704574","S283093147",11,"2025"
"L9586839","S284487776",11,"2025"
"L26704574","S282474007",11,"2025"
"L9586839","S285937348",11,"2025"
"L9586839","S284347706",11,"2025"
"L9586839","S284506923",11,"2025"
"L9586839","S284693541",11,"2025"
"L9586839","S284690577",11,"2025"
"L24319955","S286034341",11,"2025"
"L30161555","S283949962",11,"2025"
"L42230638","S284998133",11,"2025"
"L40887763","S283818237",11,"2025"
"L54864280","S284865083",11,"2025"
"L54864280","S285002767",11,"2025"
"L42230638","S284995533",11,"2025"
"L27786642","S283813299",11,"2025"
"L54864280","S285248500",11,"2025"
"L12964801","S284509080",11,"2025"
"L10278918","S283981687",11,"2025"
"L10273916","S282667636",11,"2025"
"L54940205","G15918666",11,"2025"
"L18199935","S286776468",11,"2025"
"L55065341","G16332164",11,"2025"
"L55607334","S286776366",11,"2025"
"L54775373","G15886105",11,"2025"
"L13906899","G15889875",11,"2025"
"L6209424","S294015868",11,"2025"
"L55065341","G16332165",11,"2025"
"L10416498","G15866437",11,"2025"
"L17109555","G15955593",11,"2025"
"L33457401","S283972510",11,"2025"
"L15646549","S284441745",11,"2025"
"L18566406","G16053081",11,"2025"
"L3244910","G16105422",11,"2025"
"L55065341","S286313927",11,"2025"
"L55071108","G15946257",11,"2025"
"L55065341","S284358371",11,"2025"
"L18566406","S286060429",11,"2025"
"L3244910","G15957510",11,"2025"
"L55065341","G16332166",11,"2025"
"L55741785","S287442061",11,"2025"
"L8837689","G15917614",11,"2025"
"L17221831","S285247890",11,"2025"
"L17551417","G15933482",11,"2025"
"L17221831","S284680306",11,"2025"
"L55164028","S284700765",11,"2025"
"L17109555","G15918667",11,"2025"
"L17221831","S284999123",11,"2025"
"L18199935","S287997491",11,"2025"
"L18199935","S287997669",11,"2025"
"L17221831","S285518636",11,"2025"
"L17221831","S285123531",11,"2025"
"L8020908","S287997390",11,"2025"
"L33457401","S284222847",11,"2025"
"L17221831","S284349920",11,"2025"
"L39514485","S284355214",11,"2025"
"L40128817","S287997427",11,"2025"
"L17221831","S284864197",11,"2025"
"L5078290","S286777864",11,"2025"
"L17221831","S285379522",11,"2025"
"L3722945","G15886147",11,"2025"
"L55164282","S284701900",11,"2025"
"L15646559","S284441285",11,"2025"
"L54313111","S284438652",11,"2025"
"L51009227","S284430744",11,"2025"
"L55065341","G16332163",11,"2025"
"L55065341","S284224639",11,"2025"
"L5093014","G15917675",11,"2025"
"L22116067","S284439067",11,"2025"
"L8837689","S284430468",11,"2025"
"L18636465","S286777985",11,"2025"
"L35256936","S282439958",11,"2025"
"L4651212","S284864248",11,"2025"
"L6209424","S286777292",11,"2025"
"L54940136","G15918671",11,"2025"
"L15646565","S286777586",11,"2025"
"L55465878","G16332158",11,"2025"
"L33457401","S283066770",11,"2025"
"L55607428","S286777348",11,"2025"
"L35256936","S304969438",11,"2025"
"L3926337","G15886149",11,"2025"
"L54940785","G15918665",11,"2025"
"L55064568","G15945010",11,"2025"
"L47088978","G15934282",11,"2025"
"L3244910","S284440739",11,"2025"
"L8020908","S284439342",11,"2025"
"L54782775","S282829115",11,"2025"
"L54940152","G15918669",11,"2025"
"L27960387","S282938273",11,"2025"
"L15646565","S286776640",11,"2025"
"L4248228","G15918664",11,"2025"
"L55107237","S284441001",11,"2025"
"L17109555","S286777808",11,"2025"
"L54940801","S283626427",11,"2025"
"L7909426","G15917674",11,"2025"
"L15646559","G15917622",11,"2025"
"L15646565","S287997444",11,"2025"
"L7861786","G15917529",11,"2025"
"L1944806","G15886145",11,"2025"
"L4248228","G15917621",11,"2025"
"L1944806","G15889870",11,"2025"
"L15646565","G15917619",11,"2025"
"L1944806","G15889869",11,"2025"
"L3247293","G15933484",11,"2025"
"L3244910","S287997357",11,"2025"
"L4434552","G15889876",11,"2025"
"L8621751","S283655601",11,"2025"
"L55065341","S284221720",11,"2025"
"L17221831","S285784294",11,"2025"
"L17221831","S284479281",11,"2025"
"L17221831","S284214310",11,"2025"
"L55164028","S284700971",11,"2025"
"L8621751","S283652663",11,"2025"
"L8621751","S283432107",11,"2025"
"L55164180","S284701436",11,"2025"
"L3244910","G15886146",11,"2025"
"L55607428","S286776839",11,"2025"
"L55063966","S284216032",11,"2025"
"L55468027","G16332157",11,"2025"
"L3244910","G16332161",11,"2025"
"L3884614","S286776726",11,"2025"
"L15646559","S286776232",11,"2025"
"L8837689","G16332162",11,"2025"
"L16731598","G15917676",11,"2025"
"L54313409","S284430919",11,"2025"
"L6171434","S284430006",11,"2025"
"L1944806","S282889661",11,"2025"
"L3146555","G15866530",11,"2025"
"L7767409","S284441103",11,"2025"
"L8837689","S284440297",11,"2025"
"L17109555","S287997685",11,"2025"
"L21996632","S286776147",11,"2025"
"L3884614","G15889874",11,"2025"
"L15646565","S283952467",11,"2025"
"L51133992","S284429646",11,"2025"
"L15646549","G15917671",11,"2025"
"L3217470","S287997831",11,"2025"
"L55607630","S286777762",11,"2025"
"L55465878","G16332159",11,"2025"
"L3884614","S283383009",11,"2025"
"L18566406","S289982596",11,"2025"
"L18636465","S287997797",11,"2025"
"L55064574","S284218649",11,"2025"
"L18636465","G15918668",11,"2025"
"L18019666","S282293213",11,"2025"
"L54899067","G15910349",11,"2025"
"L55607564","S286777437",11,"2025"
"L18199935","G16332160",11,"2025"
"L3884614","S283385417",11,"2025"
"L54940912","G15918663",11,"2025"
"L3722945","G15886097",11,"2025"
"L55607564","S286777539",11,"2025"
"L35256936","S282573427",11,"2025"
"L4231674","G15886148",11,"2025"
"L8621751","S283658832",11,"2025"
"L4200141","S282293022",11,"2025"
"L35910865","G16039421",11,"2025"
"L35910865","G16039419",11,"2025"
"L54776299","G15908358",11,"2025"
"L54776299","G16032677",11,"2025"
"L41489989","G16029669",11,"2025"
"L55251652","S285133158",11,"2025"
"L55233490","S285041462",11,"2025"
"L41489989","G16039752",11,"2025"
"L29533373","G15982277",11,"2025"
"L4127761","S286447253",11,"2025"
"L41489989","G16029674",11,"2025"
"L55568627","G16052610",11,"2025"
"L9912544","S286776466",11,"2025"
"L4127761","S286584970",11,"2025"
"L3515492","S284359517",11,"2025"
"L41489989","G16039749",11,"2025"
"L55463416","G16029672",11,"2025"
"L2431461","G15928142",11,"2025"
"L55251637","S285133256",11,"2025"
"L17158003","G15984242",11,"2025"
"L2431461","S285719226",11,"2025"
"L9912544","G16029671",11,"2025"
"L55234039","S285117541",11,"2025"
"L41489989","S286162690",11,"2025"
"L55251622","S285133056",11,"2025"
"L29533373","G16029670",11,"2025"
"L2431461","G15919442",11,"2025"
"L55234039","S285138750",11,"2025"
"L4127761","S286581814",11,"2025"
"L55596079","G16052616",11,"2025"
"L29533373","G16046296",11,"2025"
"L3515813","S286171999",11,"2025"
"L6580627","S286563865",11,"2025"
"L28487688","G15983934",11,"2025"
"L6580627","G15984227",11,"2025"
"L6580627","S285042341",11,"2025"
"L55251619","S285133046",11,"2025"
"L28487688","S285129358",11,"2025"
"L932559","S287884399",11,"2025"
"L55533536","S286468975",11,"2025"
"L55257745","S285167711",11,"2025"
"L55233369","S285042077",11,"2025"
"L55251718","S285133466",11,"2025"
"L55251637","S285133114",11,"2025"
"L55234039","S285045126",11,"2025"
"L55233538","S285168567",11,"2025"
"L55297418","S285376198",11,"2025"
"L28487688","G16046291",11,"2025"
"L55214408","G15977258",11,"2025"
"L55115804","S284479551",11,"2025"
"L55376569","S285745181",11,"2025"
"L17158003","G16046286",11,"2025"
"L29533373","G16046295",11,"2025"
"L9912544","G16028655",11,"2025"
"L6580627","G16028654",11,"2025"
"L55251708","S285133432",11,"2025"
"L28487688","S286582316",11,"2025"
"L6815195","S286582447",11,"2025"
"L932559","S287886061",11,"2025"
"L6815195","G16039761",11,"2025"
"L6580627","S285250650",11,"2025"
"L932559","S287818644",11,"2025"
"L932559","S287889751",11,"2025"
"L16981775","G16052619",11,"2025"
"L2431461","S285917485",11,"2025"
"L16981775","G16052618",11,"2025"
"L41489989","G16052609",11,"2025"
"L40124393","S285752787",11,"2025"
"L932559","G16028656",11,"2025"
"L55093820","S284367982",11,"2025"
"L2431461","S285922338",11,"2025"
"L4127761","S287816022",11,"2025"
"L55251661","S285133206",11,"2025"
"L16981775","G16039758",11,"2025"
"L55465733","G16924107",11,"2025"
"L4127761","S287889620",11,"2025"
"L28487688","S285743473",11,"2025"
"L17158003","G16039754",11,"2025"
"L932559","S287884670",11,"2025"
"L932559","S287815349",11,"2025"
"L55533536","S286776295",11,"2025"
"L41489989","G16052608",11,"2025"
"L4127761","S287885055",11,"2025"
"L55596079","G16052614",11,"2025"
"L4127761","S287885326",11,"2025"
"L55251692","S285133364",11,"2025"
"L55250524","S285129165",11,"2025"
"L3035064","G16046294",11,"2025"
"L16981775","G16039755",11,"2025"
"L54994186","G15932429",11,"2025"
"L3515492","G16039763",11,"2025"
"L41489989","G16052611",11,"2025"
"L55465733","G16924106",11,"2025"
"L17158003","G16052620",11,"2025"
"L55331422","S285692685",11,"2025"
"L6580627","G16046293",11,"2025"
"L11599237","G16052613",11,"2025"
"L16981775","G16052617",11,"2025"
"L4127761","S286448363",11,"2025"
"L16981775","G16046285",11,"2025"
"L3515492","G16039765",11,"2025"
"L55568627","G16046281",11,"2025"
"L3035064","G16046289",11,"2025"
"L55297381","S285376001",11,"2025"
"L6580627","G15983732",11,"2025"
"L55198135","S284863419",11,"2025"
"L55198309","S284864226",11,"2025"
"L57036995","S293370750",11,"2025"
"L55410401","S285906353",11,"2025"
"L55410585","S285907084",11,"2025"
"L4201978","S285905649",11,"2025"
"L4291235","G15949814",11,"2025"
"L4291235","G15949815",11,"2025"
"L4312088","S287011783",11,"2025"
"L12482512","S284788658",11,"2025"
"L55599629","S286742973",11,"2025"
"L3146422","S282938184",11,"2025"
"L22722723","S282812092",11,"2025"
"L3146422","G15872502",11,"2025"
"L3146422","S285700916",11,"2025"
"L3146422","S284771550",11,"2025"
"L3146422","S286837556",11,"2025"
"L3146422","G15872393",11,"2025"
"L9394676","G15963522",11,"2025"
"L54855591","G15902654",11,"2025"
"L54855591","S283405267",11,"2025"
"L54855591","S283969241",11,"2025"
"L54860116","S283238027",11,"2025"
"L54888907","S283405831",11,"2025"
"L55182195","S284790683",11,"2025"
"L54890951","S283395322",11,"2025"
"L54892703","G15909703",11,"2025"
"L54892703","S283405357",11,"2025"
"L54860126","S283238086",11,"2025"
"L54862820","G15905584",11,"2025"
"L54855591","S284030226",11,"2025"
"L54888907","G15909702",11,"2025"
"L54855591","G15917568",11,"2025"
"L54855591","G15917480",11,"2025"
"L54855591","S283405310",11,"2025"
"L54891510","S283398195",11,"2025"
"L3976086","G16135491",11,"2025"
"L54648336","G15867250",11,"2025"
"L55832647","S287879814",11,"2025"
"L55090213","S284351849",11,"2025"
"L55411122","S285909682",11,"2025"
"L55601239","S286750763",11,"2025"
"L55048315","G15939450",11,"2025"
"L55271659","S285242636",11,"2025"
"L55271784","S285243291",11,"2025"
"L54646385","S282250570",11,"2025"
"L54646260","S282250173",11,"2025"
"L60532800","S310662382",11,"2025"
"L3231340","G16075206",11,"2025"
"L55302423","S285731692",11,"2025"
"L16582506","S284517326",11,"2025"
"L4016370","G16054476",11,"2025"
"L3231340","S286818690",11,"2025"
"L4016370","G16075205",11,"2025"
"L3045946","S284717818",11,"2025"
"L55254701","S285146667",11,"2025"
"L13081763","S283978729",11,"2025"
"L35624171","S284997303",11,"2025"
"L55439334","G16021211",11,"2025"
"L13081763","S284345758",11,"2025"
"L55440119","S286048996",11,"2025"
"L13081763","G16037781",11,"2025"
"L5466775","S286302608",11,"2025"
"L22507191","S283826121",11,"2025"
"L35624171","S282867852",11,"2025"
"L13081763","S288686137",11,"2025"
"L22507191","S283826022",11,"2025"
"L35624171","S284862240",11,"2025"
"L55643757","S286952642",11,"2025"
"L13081763","S284084995",11,"2025"
"L13081763","S284479777",11,"2025"
"L55440140","S286049082",11,"2025"
"L55298534","S285381240",11,"2025"
"L55439350","G16075257",11,"2025"
"L22507191","S285693520",11,"2025"
"L35624171","G15965355",11,"2025"
"L54418235","S283398135",11,"2025"
"L13081763","S284344038",11,"2025"
"L35624171","S284858998",11,"2025"
"L35624171","S282872078",11,"2025"
"L13081763","S284239378",11,"2025"
"L13081763","S284481136",11,"2025"
"L13081763","S284240675",11,"2025"
"L13081763","S288686417",11,"2025"
"L13081763","S283980057",11,"2025"
"L55441192","S286053678",11,"2025"
"L18379142","S288926966",11,"2025"
"L35624171","S284994276",11,"2025"
"L13081763","S284107926",11,"2025"
"L35624171","S284995435",11,"2025"
"L8718686","S289208205",11,"2025"
"L13081763","S284078782",11,"2025"
"L6438057","S289255762",11,"2025"
"L55440136","S286049056",11,"2025"
"L55443736","S286067270",11,"2025"
"L35624171","S284998102",11,"2025"
"L55536100","G16043403",11,"2025"
"L13081763","S284208272",11,"2025"
"L13081763","S284207437",11,"2025"
"L41221585","S285387544",11,"2025"
"L13081763","S284116771",11,"2025"
"L8718686","S282708507",11,"2025"
"L55536100","S286810811",11,"2025"
"L55440119","S286049019",11,"2025"
"L55443758","S286067428",11,"2025"
"L13081763","S284239882",11,"2025"
"L55531273","G16075215",11,"2025"
"L55440119","S286049039",11,"2025"
"L35624171","S284993366",11,"2025"
"L35624171","S284990504",11,"2025"
"L55556990","S286561590",11,"2025"
"L55300419","S285387556",11,"2025"
"L13081763","S283990448",11,"2025"
"L35624171","S284899401",11,"2025"
"L4237073","G15963650",11,"2025"
"L55092270","S284353786",11,"2025"
"L51136394","G15966124",11,"2025"
"L52967537","S282943870",11,"2025"
"L4237073","G15865895",11,"2025"
"L4237073","G15993466",11,"2025"
"L4237073","S285248599",11,"2025"
"L51136394","G15956748",11,"2025"
"L20163715","S283232187",11,"2025"
"L51136394","S284682089",11,"2025"
"L51136394","G15956750",11,"2025"
"L51136394","S284722728",11,"2025"
"L51136394","G15956749",11,"2025"
"L4237073","S285918918",11,"2025"
"L51136394","S283618643",11,"2025"
"L55065203","S284516108",11,"2025"
"L4237073","S282267641",11,"2025"
"L51136394","G15966125",11,"2025"
"L55065203","S284520529",11,"2025"
"L4237073","S283874329",11,"2025"
"L51136394","S284352505",11,"2025"
"L8016332","G16196396",11,"2025"
"L55465250","G16075220",11,"2025"
"L55465250","G16075221",11,"2025"
"L55465250","G16075247",11,"2025"
"L38090756","S295728074",11,"2025"
"L29027172","S285126277",11,"2025"
"L56119931","S289260597",11,"2025"
"L5731965","S285540978",11,"2025"
"L5565303","S286195199",11,"2025"
"L55227189","S285244319",11,"2025"
"L987622","S284685766",11,"2025"
"L987622","S284685697",11,"2025"
"L41379822","S284915339",11,"2025"
"L55415720","S285937795",11,"2025"
"L55441763","S286056279",11,"2025"
"L55227189","S285006705",11,"2025"
"L55278686","S285271782",11,"2025"
"L55224914","S284997325",11,"2025"
"L55465354","S286170183",11,"2025"
"L1967666","G16075217",11,"2025"
"L39389836","S286312603",11,"2025"
"L39389836","S285912238",11,"2025"
"L55158702","S284676794",11,"2025"
"L55116407","G15954802",11,"2025"
"L39389836","S285122852",11,"2025"
"L987622","S284483912",11,"2025"
"L11882122","S292562264",11,"2025"
"L55470371","S286481086",11,"2025"
"L29027157","S286315324",11,"2025"
"L987622","S284685744",11,"2025"
"L38090754","S284690750",11,"2025"
"L38055799","S284685712",11,"2025"
"L55437159","S286035531",11,"2025"
"L8016332","S286038105",11,"2025"
"L55116407","S284524336",11,"2025"
"L8016332","G16196398",11,"2025"
"L8016332","G16196397",11,"2025"
"L38090754","S284690715",11,"2025"
"L8016332","S283948004",11,"2025"
"L5565303","S289260576",11,"2025"
"L5565303","S289260601",11,"2025"
"L55465250","G16075219",11,"2025"
"L55470371","S286195171",11,"2025"
"L55465311","S286169929",11,"2025"
"L55470371","S286733780",11,"2025"
"L55526397","S286435523",11,"2025"
"L5565303","S289260563",11,"2025"
"L55465347","S286170152",11,"2025"
"L55161002","S284685676",11,"2025"
"L55199423","S284869374",11,"2025"
"L55116407","S285271964",11,"2025"
"L55311912","S285449003",11,"2025"
"L55469065","G16075242",11,"2025"
"L55596716","S286775228",11,"2025"
"L987622","S284685696",11,"2025"
"L55199423","S285524878",11,"2025"
"L55465250","G16075216",11,"2025"
"L55614218","S286810552",11,"2025"
"L55603628","S286759899",11,"2025"
"L1967666","S286810910",11,"2025"
"L55470314","S286194882",11,"2025"
"L55462754","S286160380",11,"2025"
"L6450862","S285044289",11,"2025"
"L54987346","G15934487",11,"2025"
"L6924542","G15934483",11,"2025"
"L3944888","G15934488",11,"2025"
"L16601778","S283822044",11,"2025"
"L55329596","S285527401",11,"2025"
"L23419964","S285527262",11,"2025"
"L28087549","G16099506",11,"2025"
"L21902719","G16099516",11,"2025"
"L23419964","S285527606",11,"2025"
"L21902719","G16099500",11,"2025"
"L21902719","G16099511",11,"2025"
"L22061327","G16099508",11,"2025"
"L22061334","G16099507",11,"2025"
"L23506292","G16099510",11,"2025"
"L23419964","S285527585",11,"2025"
"L21902719","G16099495",11,"2025"
"L54989554","S283850778",11,"2025"
"L21902722","G16099498",11,"2025"
"L55437087","G16021212",11,"2025"
"L55440146","S286049109",11,"2025"
"L55437049","S286035067",11,"2025"
"L15333098","S284709448",11,"2025"
"L28127462","S282826279",11,"2025"
"L10075254","S284703326",11,"2025"
"L55464573","G16093806",11,"2025"
"L55464573","G16093814",11,"2025"
"L17311872","G16093818",11,"2025"
"L39153667","G16051632",11,"2025"
"L17311872","G16045616",11,"2025"
"L3010063","G16093774",11,"2025"
"L13949629","S284683655",11,"2025"
"L8064475","S284350184",11,"2025"
"L10075254","S283969408",11,"2025"
"L28365870","S282801114",11,"2025"
"L10075254","S284875848",11,"2025"
"L28344557","S282937910",11,"2025"
"L31017692","G15994116",11,"2025"
"L3010063","S284682750",11,"2025"
"L39153667","G15994133",11,"2025"
"L55158260","S284675059",11,"2025"
"L21641733","G15978274",11,"2025"
"L16115912","G15978310",11,"2025"
"L55464573","G16093785",11,"2025"
"L55464573","G16093787",11,"2025"
"L27776217","S285722930",11,"2025"
"L3010063","S289035506",11,"2025"
"L7352741","S283607798",11,"2025"
"L6098780","S284427489",11,"2025"
"L54981925","S283814977",11,"2025"
"L12725690","S284079345",11,"2025"
"L7352741","S283814791",11,"2025"
"L3010063","G15898083",11,"2025"
"L38214137","S284086567",11,"2025"
"L3010063","S284538188",11,"2025"
"L3010063","G16093773",11,"2025"
"L55633523","G16093777",11,"2025"
"L55595208","G16093793",11,"2025"
"L55595117","G16093820",11,"2025"
"L3010063","G16093771",11,"2025"
"L55464573","G16093812",11,"2025"
"L3831069","S284940227",11,"2025"
"L16682661","S283972646",11,"2025"
"L20643075","G16033082",11,"2025"
"L17311872","S283653593",11,"2025"
"L3010063","G16032935",11,"2025"
"L40128059","G15963678",11,"2025"
"L40128059","S283092386",11,"2025"
"L28388883","S283068682",11,"2025"
"L38214137","S287924630",11,"2025"
"L38346069","S284674725",11,"2025"
"L38346069","S284674814",11,"2025"
"L3831069","S283969515",11,"2025"
"L12725690","S283816523",11,"2025"
"L2567411","G16038556",11,"2025"
"L2567411","S284876731",11,"2025"
"L56072773","S289037266",11,"2025"
"L2567411","G15972854",11,"2025"
"L56073678","S289040139",11,"2025"
"L55634369","S286901688",11,"2025"
"L55299787","G15994134",11,"2025"
"L3010063","S284706336",11,"2025"
"L40128059","G15964978",11,"2025"
"L55015265","S284076606",11,"2025"
"L55464573","G16093808",11,"2025"
"L3010063","G16093779",11,"2025"
"L21641733","G15994126",11,"2025"
"L7763505","S284674780",11,"2025"
"L3010063","G15994102",11,"2025"
"L3010063","G15897639",11,"2025"
"L3010063","G15898082",11,"2025"
"L12725743","S284253842",11,"2025"
"L55201394","G15994104",11,"2025"
"L17311872","S283807480",11,"2025"
"L38369151","G16031526",11,"2025"
"L55201394","G15994032",11,"2025"
"L38369151","G16027557",11,"2025"
"L17311872","G15994135",11,"2025"
"L13949629","S284716734",11,"2025"
"L38369151","G16093784",11,"2025"
"L39435105","S282730611",11,"2025"
"L3010063","G16070053",11,"2025"
"L3010063","G15898671",11,"2025"
"L27776217","S284686868",11,"2025"
"L16115912","G16093776",11,"2025"
"L55015265","S284079235",11,"2025"
"L28388883","S284376613",11,"2025"
"L2567411","G16093828",11,"2025"
"L20327740","S282675713",11,"2025"
"L36820909","S282729352",11,"2025"
"L2567411","G16022452",11,"2025"
"L20643075","S284501477",11,"2025"
"L7763505","S284674640",11,"2025"
"L20327740","G15994132",11,"2025"
"L17311872","S297411099",11,"2025"
"L16682661","S283969410",11,"2025"
"L8064475","S283090629",11,"2025"
"L28388883","S285889869",11,"2025"
"L21641733","G15982285",11,"2025"
"L17311872","S283843670",11,"2025"
"L39153667","S283824059",11,"2025"
"L17311872","G15994092",11,"2025"
"L55299787","G15994136",11,"2025"
"L3010063","S286315620",11,"2025"
"L17311872","G16033083",11,"2025"
"L17311872","G15978314",11,"2025"
"L17311872","G15994127",11,"2025"
"L55011365","S283958020",11,"2025"
"L13169635","S291665440",11,"2025"
"L54882717","G15919615",11,"2025"
"L54809570","G15903000",11,"2025"
"L7758647","G16207980",11,"2025"
"L16768564","S285525226",11,"2025"
